Name,Position X,Position Y,Hyperlink
Point,15141,37874,Vumark,3,90
Point,33801,24254,Vumark,1,90
Point,53711,24254,Vumark,6,-90
Point,17056,52869,Vumark,4,180
Point,18556,26169,Vumark,2,180
Point,8531,39559,Vumark,7,90
Point,8531,47954,Vumark,5,90
